symbol,timeframe,coverage_status,first_bar,last_bar,total_bars,bull_bars,bear_bars,neutral_bars,warmup_bars,current_regime
MO,1h,ok,2025-07-11 13:00:00+00:00,2026-07-20 19:00:00+00:00,1842,522,268,853,199,bull
MPC,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,568,126,367,199,bull
MPC,1h,ok,2025-07-11 13:00:00+00:00,2026-07-20 19:00:00+00:00,1840,759,227,655,199,bull
MRK,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,443,245,373,199,bull
MRK,1h,ok,2025-07-11 13:00:00+00:00,2026-07-20 19:00:00+00:00,1842,707,201,735,199,neutral
MRVL,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,393,221,447,199,neutral
MRVL,1h,ok,2025-07-11 13:00:00+00:00,2026-07-20 19:00:00+00:00,1842,627,417,599,199,bear
MS,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,513,161,387,199,bull
MS,1h,ok,2025-07-11 13:00:00+00:00,2026-07-20 19:00:00+00:00,1842,825,204,614,199,bear
MSFT,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,408,249,404,199,bear
MSFT,1h,ok,2025-07-11 13:00:00+00:00,2026-07-20 19:00:00+00:00,1843,316,568,760,199,bull
MU,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,513,234,314,199,neutral
MU,1h,ok,2025-07-11 13:00:00+00:00,2026-07-20 19:00:00+00:00,1842,970,119,554,199,bear
NEE,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,307,278,476,199,bull
NEE,1h,ok,2025-07-11 13:00:00+00:00,2026-07-20 19:00:00+00:00,1842,612,290,741,199,neutral
NEM,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,378,227,456,199,bear
NEM,1h,ok,2025-07-11 13:00:00+00:00,2026-07-20 19:00:00+00:00,1842,698,347,598,199,bear
NFLX,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,543,179,339,199,bear
NFLX,1h,ok,2025-07-11 13:00:00+00:00,2026-07-20 19:00:00+00:00,1844,223,889,533,199,bear
NIO,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,82,514,465,199,bear
NIO,1h,ok,2025-07-11 13:00:00+00:00,2026-07-20 19:00:00+00:00,1842,383,572,688,199,neutral
NKE,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,69,509,483,199,neutral
NKE,1h,ok,2025-07-11 13:00:00+00:00,2026-07-20 19:00:00+00:00,1842,256,682,705,199,neutral
NOC,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,423,183,455,199,bear
NOC,1h,ok,2021-07-12 13:00:00+00:00,2026-07-20 19:00:00+00:00,8799,2993,2017,3590,199,neutral
NOW,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,365,307,389,199,bear
NOW,1h,ok,2021-07-12 13:00:00+00:00,2026-07-20 19:00:00+00:00,8806,2537,2293,3777,199,bull
NSC,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,357,227,477,199,bull
NSC,1h,ok,2021-07-12 13:00:00+00:00,2026-07-20 19:00:00+00:00,8814,2793,2380,3442,199,bull
NVDA,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,594,142,325,199,neutral
NVDA,1h,ok,2021-07-12 13:00:00+00:00,2026-07-20 19:00:00+00:00,8839,3271,1930,3439,199,neutral
O,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,321,188,552,199,bull
O,1h,ok,2021-07-12 13:00:00+00:00,2026-07-20 19:00:00+00:00,8815,2841,2213,3562,199,bull
OIH,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,314,209,538,199,neutral
OIH,1h,ok,2021-07-12 13:00:00+00:00,2026-07-20 19:00:00+00:00,8746,3023,1879,3645,199,neutral
ORCL,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,440,187,434,199,bear
ORCL,1h,ok,2021-07-12 13:00:00+00:00,2026-07-20 19:00:00+00:00,8818,2895,2410,3314,199,bear
OXY,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,225,328,508,199,bull
OXY,1h,ok,2021-07-12 13:00:00+00:00,2026-07-20 19:00:00+00:00,8816,2686,2239,3692,199,bull
PANW,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,468,145,448,199,bull
PANW,1h,ok,2021-07-12 13:00:00+00:00,2026-07-20 19:00:00+00:00,8834,3398,1715,3522,199,neutral
PDD,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,325,273,463,199,bear
PDD,1h,ok,2021-07-12 13:00:00+00:00,2026-07-20 19:00:00+00:00,8834,2367,2506,3762,199,bull
PEP,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,348,202,511,199,bear
PEP,1h,ok,2021-07-12 13:00:00+00:00,2026-07-20 19:00:00+00:00,8834,2608,2457,3570,199,bear
PFE,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,229,402,430,199,bear
PFE,1h,ok,2021-07-12 13:00:00+00:00,2026-07-20 19:00:00+00:00,8818,2078,2882,3659,199,neutral
PG,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,338,243,480,199,neutral
PG,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,770,1099,1423,199,neutral
PLD,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,341,205,515,199,bull
PLD,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1221,674,1397,199,bull
PLTR,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,495,213,353,199,bear
PLTR,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3492,1374,633,1286,199,bull
PM,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,466,111,484,199,bull
PM,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1229,701,1362,199,bull
PSX,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,503,128,430,199,bull
PSX,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1198,570,1524,199,bull
PYPL,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,160,532,369,199,neutral
PYPL,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3492,871,992,1430,199,bull
QCOM,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,262,362,437,199,neutral
QCOM,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3492,977,916,1400,199,bear
QQQ,1d,ok,2021-07-12 00:00:00+00:00,2026-07-17 04:00:00+00:00,1262,607,137,319,199,neutral
QQQ,1h,ok,2025-07-10 13:00:00+00:00,2026-07-20 19:00:00+00:00,1858,719,305,635,199,bear
RBLX,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,302,276,483,199,neutral
RBLX,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1141,939,1212,199,neutral
REGN,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,433,223,405,199,neutral
REGN,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3492,728,1158,1407,199,bull
RIVN,1d,ok,2021-11-10 05:00:00+00:00,2026-07-17 04:00:00+00:00,1174,160,299,516,199,neutral
RIVN,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3492,797,1030,1466,199,neutral
ROKU,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,367,264,430,199,bull
ROKU,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3492,1298,537,1458,199,bull
RTX,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,555,90,416,199,neutral
RTX,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1430,467,1395,199,neutral
SBUX,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,321,331,409,199,bull
SBUX,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3492,1259,599,1435,199,neutral
SCHW,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,367,218,476,199,neutral
SCHW,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1308,633,1351,199,neutral
SHOP,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,442,202,417,199,neutral
SHOP,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3492,1255,603,1435,199,neutral
SHW,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,304,247,510,199,neutral
SHW,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,933,916,1443,199,neutral
SHY,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,705,115,241,199,bull
SHY,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3493,1789,271,1034,399,bull
SLB,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,272,296,493,199,neutral
SLB,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1042,758,1492,199,bear
SLV,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,479,147,435,199,bear
SLV,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1369,540,1383,199,bear
SMCI,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,444,211,406,199,bear
SMCI,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3492,861,1051,1381,199,bear
SMH,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,600,151,310,199,neutral
SMH,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3492,1522,434,1337,199,bear
SNOW,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,286,339,436,199,bull
SNOW,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1110,832,1350,199,bull
SO,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,494,91,476,199,bull
SO,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1164,708,1420,199,neutral
SOFI,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,312,310,439,199,neutral
SOFI,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3492,1274,791,1228,199,neutral
SOL/USD,1d,ok,2021-07-13 00:00:00+00:00,2026-07-19 00:00:00+00:00,1415,213,543,460,199,neutral
SOL/USD,1h,ok,2021-07-12 10:00:00+00:00,2026-07-19 23:00:00+00:00,33921,8941,10902,13879,199,neutral
SOXX,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,533,208,320,199,neutral
SOXX,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3492,1477,526,1290,199,bear
SPG,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,528,133,400,199,bull
SPG,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1552,406,1334,199,bull
SPOT,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,567,247,247,199,neutral
SPOT,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,991,802,1499,199,neutral
SPY,1d,ok,2021-07-12 00:00:00+00:00,2026-07-17 04:00:00+00:00,1262,637,127,299,199,neutral
SPY,1h,ok,2025-07-10 13:00:00+00:00,2026-07-20 19:00:00+00:00,1858,807,226,626,199,neutral
SUSHI/USD,1d,ok,2021-07-23 00:00:00+00:00,2026-07-19 00:00:00+00:00,1823,165,811,648,199,bear
SUSHI/USD,1h,ok,2021-07-23 13:00:00+00:00,2026-07-19 23:00:00+00:00,43640,11152,13738,18551,199,bull
T,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,497,174,390,199,bear
T,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1227,763,1302,199,neutral
TAN,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,271,442,348,199,neutral
TAN,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1078,854,1360,199,bear
TGT,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,219,403,439,199,bull
TGT,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1088,774,1430,199,bull
TIP,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,449,193,419,199,neutral
TIP,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1229,627,1436,199,neutral
TLT,1d,ok,2021-07-12 00:00:00+00:00,2026-07-17 04:00:00+00:00,1262,174,360,529,199,bear
TLT,1h,ok,2025-07-10 13:00:00+00:00,2026-07-20 19:00:00+00:00,1858,443,486,730,199,bear
TMO,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,241,348,472,199,neutral
TMO,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,961,1039,1292,199,bull
TMUS,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,459,192,410,199,neutral
TMUS,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3492,884,1121,1288,199,bull
TSLA,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,258,257,546,199,bear
TSLA,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3492,991,953,1349,199,bear
TSM,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,564,144,353,199,neutral
TSM,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1504,541,1247,199,bear
TXN,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,365,208,488,199,neutral
TXN,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3492,1001,881,1411,199,bear
UBER,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,454,231,376,199,bear
UBER,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,865,827,1600,199,neutral
UNG,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,127,553,381,199,bear
UNG,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,840,991,1461,199,bear
UNH,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,272,296,493,199,bull
UNH,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1164,786,1342,199,neutral
UNI/USD,1d,ok,2021-07-13 00:00:00+00:00,2026-07-20 00:00:00+00:00,1834,213,646,776,199,neutral
UNI/USD,1h,ok,2021-07-12 10:00:00+00:00,2026-07-20 22:00:00+00:00,43955,11365,13492,18899,199,neutral
UNP,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,311,242,508,199,bull
UNP,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,943,843,1506,199,bull
UPS,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,169,435,457,199,bull
UPS,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1193,688,1411,199,bull
URA,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,410,193,458,199,bear
URA,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1128,849,1315,199,bear
USO,1d,ok,2021-07-12 00:00:00+00:00,2026-07-17 04:00:00+00:00,1262,249,261,553,199,neutral
USO,1h,ok,2025-07-10 13:00:00+00:00,2026-07-20 19:00:00+00:00,1856,607,381,669,199,bull
V,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,455,183,423,199,bull
V,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1182,697,1413,199,bull
VEA,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,580,144,337,199,neutral
VEA,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1639,453,1200,199,bear
VLO,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,496,126,439,199,bull
VLO,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1210,631,1451,199,bull
VNQ,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,375,222,464,199,bull
VNQ,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1178,615,1499,199,bull
VOO,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,635,127,299,199,bull
VOO,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1666,465,1161,199,neutral
VRTX,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,500,70,491,199,bull
VRTX,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3492,1053,671,1569,199,bull
VT,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,650,112,299,199,neutral
VT,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1658,386,1248,199,neutral
VTI,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,636,129,296,199,bull
VTI,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3495,1656,462,1178,199,neutral
VWO,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,557,142,362,199,neutral
VWO,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1392,528,1372,199,bear
VZ,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,333,281,447,199,neutral
VZ,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1016,784,1492,199,neutral
WFC,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,444,145,472,199,neutral
WFC,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1276,666,1350,199,bull
WMT,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,689,35,337,199,neutral
WMT,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3492,1365,509,1419,199,neutral
XBI,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,397,232,432,199,bull
XBI,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1286,581,1425,199,neutral
XEL,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,391,186,484,199,neutral
XEL,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3492,1250,610,1433,199,neutral
XLB,1d,ok,2021-07-12 00:00:00+00:00,2026-07-17 04:00:00+00:00,1262,425,140,498,199,neutral
XLB,1h,ok,2025-07-10 13:00:00+00:00,2026-07-20 19:00:00+00:00,1856,586,386,685,199,bear
XLC,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,656,151,254,199,bear
XLC,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1334,650,1308,199,neutral
XLE,1d,ok,2021-07-12 00:00:00+00:00,2026-07-17 04:00:00+00:00,1262,495,94,474,199,bull
XLE,1h,ok,2025-07-10 13:00:00+00:00,2026-07-20 19:00:00+00:00,1856,746,244,667,199,bull
XLF,1d,ok,2021-07-12 00:00:00+00:00,2026-07-17 04:00:00+00:00,1262,510,137,416,199,bull
XLF,1h,ok,2025-07-10 13:00:00+00:00,2026-07-20 19:00:00+00:00,1856,614,419,624,199,neutral
XLI,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,594,99,368,199,bull
XLI,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1437,521,1334,199,neutral
XLK,1d,ok,2021-07-12 00:00:00+00:00,2026-07-17 04:00:00+00:00,1262,579,145,339,199,neutral
XLK,1h,ok,2025-07-10 13:00:00+00:00,2026-07-20 19:00:00+00:00,1856,643,365,649,199,bear
XLP,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,449,106,506,199,bull
XLP,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1038,789,1465,199,bull
XLRE,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,362,216,483,199,bull
XLRE,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1169,631,1492,199,bull
XLU,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,473,176,412,199,bull
XLU,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1283,627,1382,199,neutral
XLV,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,322,162,577,199,bull
XLV,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1066,806,1420,199,bull
XLY,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,464,179,418,199,neutral
XLY,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1262,637,1393,199,neutral
XME,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,425,130,506,199,neutral
XME,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1455,668,1169,199,bear
XOM,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,475,124,462,199,bull
XOM,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1106,625,1561,199,bull
XOP,1d,ok,2021-07-12 00:00:00+00:00,2026-07-17 04:00:00+00:00,1262,324,208,531,199,bull
XOP,1h,ok,2025-07-10 13:00:00+00:00,2026-07-20 19:00:00+00:00,1856,628,319,710,199,bull
XRP/USD,1d,ok,2024-01-01 00:00:00+00:00,2026-07-19 00:00:00+00:00,931,186,240,306,199,bear
XRP/USD,1h,ok,2024-01-01 06:00:00+00:00,2026-07-19 23:00:00+00:00,22301,5662,6930,9510,199,neutral
XRT,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,365,210,486,199,bull
XRT,1h,ok,2024-07-16 13:30:00+00:00,2026-07-17 19:30:00+00:00,3491,1146,760,1386,199,bull
XYZ,1d,ok,2021-07-12 04:00:00+00:00,2026-07-17 04:00:00+00:00,1260,177,282,602,199,bull
XYZ,1h,ok,2025-01-21 14:30:00+00:00,2026-07-17 19:30:00+00:00,2596,763,511,1123,199,bull
