rank,symbol,timeframe,slice_combination,bin_mode,validation_n_folds,side,verdict,triage_bucket,train_n,train_pass,valid_n,valid_pass,valid_mean_ret_costadj,valid_excess_vs_baseline,valid_best_parent_filter,valid_excess_vs_best_parent,valid_p_value_nw,walk_forward_pass_count,walk_forward_pass_pattern,walk_forward_survival_rate,scenario_survived_count,scenario_positive_baseline_excess_count,scenario_positive_parent_excess_count,scenario_significant_count,robustness_score,default_verdict,cost2_verdict,cost5_verdict,split06_verdict,split08_verdict,short_borrow2_verdict,short_borrow5_verdict,short_borrow10_verdict,search_wide_family_size,search_wide_rank,search_wide_bh_pass,search_wide_bonferroni_pass
14,SOL/USD,1d,cross_BTC/USD_state_vol=mid_vol + state_ext=stretched_up,rolling,4,short,rejected,late_emerging_regime_switching,75,False,33,True,0.0360225139117658,0.029704227919304698,cross_BTC/USD_state_vol=mid_vol,0.01715278493771153,1.1845658232090273e-08,3,1011,0.75,0,8,8,8,9.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,44,True,True
15,LINK/USD,1d,cross_ETH/USD_state_slope=flat + state_slope=uptrend,rolling,4,short,rejected,late_emerging_valid_supported,81,False,24,True,0.06556215705747477,0.060861941634907706,state_slope=uptrend,0.05089335951119204,0.0003720275354024416,2,1010,0.5,0,8,8,8,9.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,117,True,False
16,SUSHI/USD,1d,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_ext=stretched_up + state_ext=stretched_up,rolling,4,short,rejected,late_emerging_regime_switching,72,False,27,True,0.08637630763989597,0.07211170688823143,cross_BTC/USD_state_slope=flat + state_ext=stretched_up,0.031261066837976116,1.1493449454835769e-05,2,0011,0.5,0,8,8,8,9.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,74,True,True
17,DOGE/USD,1d,cross_BTC/USD_state_slope=uptrend + state_slope=flat,rolling,4,short,rejected,late_emerging_regime_switching,81,False,42,True,0.039764726653067586,0.03038866209352581,state_slope=flat,0.02776923129457437,0.010981046882318157,2,0011,0.5,0,8,8,8,9.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,249,False,False
18,UNI/USD,1d,cross_BTC/USD_state_slope=flat + state_ext=stretched_up,rolling,4,short,rejected,late_emerging_regime_switching,138,False,65,True,0.043110640293699216,0.036548885551155035,state_ext=stretched_up,0.020206680437034028,0.000203175230881536,2,0011,0.5,0,8,8,8,9.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,110,True,False
19,DOT/USD,1d,state_ext=stretched_up + state_vol=high_vol,rolling,4,short,rejected,late_emerging_regime_switching,68,False,29,True,0.05587154050750394,0.03634840043226688,state_ext=stretched_up,0.01779400587602223,6.366494559517655e-05,2,0011,0.5,0,8,8,8,9.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,95,True,False
20,AAVE/USD,1d,cross_BTC/USD_state_slope=uptrend + state_slope=flat,rolling,4,short,rejected,late_emerging_regime_switching,117,False,66,True,0.05104701588785046,0.04563121880803238,state_slope=flat,0.01428320873845551,7.331309675517872e-05,2,1001,0.5,0,8,8,8,9.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,97,True,False
21,LTC/USD,1d,cross_BTC/USD_state_slope=flat + state_ext=stretched_up,rolling,4,short,rejected,late_emerging_regime_switching,104,False,50,True,0.028058163266160153,0.023317416244642883,state_ext=stretched_up,0.011605369437329174,0.0013251819017254807,2,0101,0.5,0,8,8,8,9.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,145,True,False
22,CRV/USD,1d,state_ret_day=ret_day_flat + state_ext=stretched_up,rolling,4,short,rejected,late_emerging_regime_switching,46,False,34,True,0.05115195965187581,0.0342543406147198,state_ext=stretched_up,0.0063698346792422575,0.006572360898841723,2,0011,0.5,0,8,8,8,9.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,213,False,False
23,ETH/USD,1d,cross_BTC/USD_state_slope=uptrend + state_slope=flat,rolling,4,short,rejected,late_emerging_regime_switching,97,False,40,True,0.031586035876259286,0.029360691502192754,state_slope=flat,0.025240626307880085,0.01269924500591224,2,1001,0.5,0,8,8,7,8.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,264,False,False
24,LTC/USD,1d,cross_ETH/USD_state_slope=flat + state_ext=stretched_up,rolling,4,short,rejected,late_emerging_valid_supported,137,False,56,True,0.026847141546174496,0.02210639452465723,state_ext=stretched_up,0.010394347717343516,0.029600973921341645,2,0110,0.5,0,8,8,7,8.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,342,False,False
25,LTC/USD,1d,cross_BTC/USD_state_ext=stretched_down + cross_ETH/USD_state_slope=flat + state_ext=stretched_down,rolling,4,long,rejected,late_emerging_regime_switching,104,False,50,True,0.02203847378708959,0.027179220808606862,cross_BTC/USD_state_ext=stretched_down + cross_ETH/USD_state_slope=flat,0.004965104114575899,0.034686272307344,2,0011,0.5,0,8,7,8,8.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,355,False,False
26,BCH/USD,1d,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_ext=stretched_up + state_ext=stretched_up,rolling,4,short,rejected,late_emerging_regime_switching,65,False,43,True,0.020496580875382656,0.018255438071231336,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_ext=stretched_up,0.004403488897843463,0.016433077677109775,2,0101,0.5,0,8,7,8,8.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,282,False,False
27,LTC/USD,1d,cross_BTC/USD_state_ext=stretched_up + cross_ETH/USD_state_slope=flat + state_ext=stretched_up,rolling,4,short,rejected,late_emerging_regime_switching,87,False,40,True,0.028078490956586523,0.023337743935069252,cross_ETH/USD_state_slope=flat + state_ext=stretched_up,0.001231349410412027,0.025805531144572402,2,0101,0.5,0,8,7,8,8.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,325,False,False
28,DOT/USD,1d,state_weekpart=weekend + state_ext=stretched_up,rolling,4,short,rejected,late_emerging_valid_supported,87,False,16,True,0.038418685210811224,0.018895545135574163,state_ext=stretched_up,0.0003411505793295133,0.0354983543046834,2,1010,0.5,0,8,7,8,8.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,358,False,False
29,XRP/USD,1d,cross_BTC/USD_state_vol=low_vol + state_ext=stretched_up,rolling,4,short,rejected,late_emerging_regime_switching,122,False,28,True,0.04009995165027997,0.025156485452471358,state_ext=stretched_up,0.007358565423156126,0.00045128186311194085,2,1001,0.5,0,7,7,7,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,120,True,False
30,SUSHI/USD,1d,cross_BTC/USD_state_slope=uptrend + state_slope=downtrend,rolling,4,short,rejected,late_emerging_valid_supported,12,False,17,True,0.12048491858390123,0.1062203178322367,cross_BTC/USD_state_slope=uptrend,0.10259399049418706,4.405062308476815e-06,1,0010,0.25,0,8,8,8,8.5,rejected,rejected,rejected,provisional,provisional,rejected,rejected,rejected,2047,63,True,True
31,AAVE/USD,1d,cross_ETH/USD_state_slope=flat + state_slope=downtrend,rolling,4,long,rejected,late_emerging_recent_only,44,False,43,True,0.05248835652293308,0.058304153602751166,state_slope=downtrend,0.0466241120026644,0.0008481109483287064,1,0001,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,130,True,False
32,ETH/USD,1d,cross_BTC/USD_state_slope=downtrend + state_slope=flat,rolling,4,long,rejected,late_emerging_recent_only,50,False,40,True,0.04141371231940112,0.04403905669346766,cross_BTC/USD_state_slope=downtrend,0.04474154269677129,0.006489333966700039,1,0001,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,212,False,False
33,UNI/USD,1d,cross_BTC/USD_state_slope=uptrend + state_slope=downtrend,rolling,4,short,rejected,late_emerging_recent_only,9,False,24,True,0.060571517978758614,0.05400976323621443,cross_BTC/USD_state_slope=uptrend,0.04361963620060127,0.006946419453666808,1,0001,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,215,False,False
34,LTC/USD,1d,cross_BTC/USD_state_slope=uptrend + state_ext=stretched_down,rolling,4,short,rejected,late_emerging_valid_supported,53,False,22,True,0.054762027817901744,0.050021280796384474,cross_BTC/USD_state_slope=uptrend,0.042486931227963806,1.0724754417879012e-13,1,0010,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,26,True,True
35,LTC/USD,1d,cross_ETH/USD_state_slope=flat + state_slope=uptrend,rolling,4,short,rejected,late_emerging_valid_supported,79,False,28,True,0.04145006212067533,0.036709315099158056,state_slope=uptrend,0.033788482528045075,0.029954974061675355,1,0010,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,343,False,False
36,AVAX/USD,1d,cross_BTC/USD_state_slope=downtrend + state_ext=neutral,rolling,4,long,rejected,late_emerging_recent_only,13,False,25,True,0.037935326624438374,0.047097533530606486,state_ext=neutral,0.03289395968387109,0.02710273834099408,1,0001,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,329,False,False
37,LTC/USD,1d,cross_ETH/USD_state_ext=stretched_up + state_ext=stretched_down,rolling,4,short,rejected,late_emerging_recent_only,38,False,25,True,0.038258353334469114,0.03351760631295184,cross_ETH/USD_state_ext=stretched_up,0.030778946018175938,0.0011762888045065978,1,0001,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,141,True,False
38,UNI/USD,1d,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_slope=uptrend + state_ext=stretched_up,rolling,4,short,rejected,late_emerging_recent_only,19,False,17,True,0.07354171090797058,0.0669799561654264,cross_BTC/USD_state_slope=flat + state_ext=stretched_up,0.030431070614271367,1.6049600787271245e-05,1,0001,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,80,True,True
39,XRP/USD,1d,cross_ETH/USD_state_vol=mid_vol + state_ext=neutral,rolling,4,short,rejected,late_emerging_valid_supported,35,False,21,True,0.05860527984635675,0.04366181364854814,cross_ETH/USD_state_vol=mid_vol,0.029504438787360518,5.02914374322927e-06,1,0010,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,provisional,rejected,rejected,rejected,2047,64,True,True
40,XRP/USD,1d,state_ext=neutral + state_vol=mid_vol,rolling,4,short,rejected,late_emerging_valid_supported,30,False,22,True,0.055983768029831134,0.04104030183202252,state_vol=mid_vol,0.02602923613411517,1.1102230246251565e-14,1,0010,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,provisional,rejected,rejected,rejected,2047,24,True,True
41,BTC/USD,1d,cross_ETH/USD_state_slope=flat + state_slope=downtrend,rolling,4,long,rejected,late_emerging_recent_only,50,False,40,True,0.020703683333433403,0.023451757213062488,cross_ETH/USD_state_slope=flat,0.020246846236412718,1.245926783965956e-05,1,0001,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,75,True,True
42,BCH/USD,1d,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_slope=uptrend + state_ext=stretched_up,rolling,4,short,rejected,late_emerging_recent_only,15,False,24,True,0.03561706118642576,0.03337591838227444,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_slope=uptrend,0.020210732533963747,0.00017444698877588927,1,0001,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,106,True,False
43,UNI/USD,1d,cross_ETH/USD_state_slope=downtrend + state_ext=stretched_up,rolling,4,short,rejected,late_emerging_recent_only,47,False,38,True,0.042976445493359806,0.036414690750815625,state_ext=stretched_up,0.020072485636694618,0.0026993765448086737,1,0001,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,173,True,False
44,BTC/USD,1d,cross_ETH/USD_state_slope=uptrend + state_slope=flat,rolling,4,short,rejected,late_emerging_recent_only,32,False,38,True,0.02419821356272429,0.021850139683095206,cross_ETH/USD_state_slope=uptrend,0.019894246020531504,9.954782775878357e-09,1,0001,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,42,True,True
45,LTC/USD,1d,cross_ETH/USD_state_slope=uptrend + state_slope=flat,rolling,4,short,rejected,late_emerging_recent_only,96,False,57,True,0.02548528863841845,0.02074454161690118,cross_ETH/USD_state_slope=uptrend,0.018434083673755555,0.0023104167085232774,1,0001,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,168,True,False
46,BCH/USD,1d,state_ext=neutral + state_vol=mid_vol,rolling,4,long,rejected,late_emerging_recent_only,40,False,34,True,0.039286844965655425,0.04192798776980675,state_ext=neutral,0.018360739515618087,0.00886272271915578,1,0001,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,231,False,False
47,BTC/USD,1d,state_ext=neutral + state_slope=downtrend,rolling,4,long,rejected,late_emerging_recent_only,30,False,39,True,0.015174491892537124,0.01792256577216621,state_slope=downtrend,0.01812029068427144,0.026687916646079834,1,0001,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,326,False,False
48,XRP/USD,1d,cross_BTC/USD_state_vol=mid_vol + state_ext=neutral,rolling,4,short,rejected,late_emerging_recent_only,22,False,25,True,0.03451713815887813,0.019573671961069516,cross_BTC/USD_state_vol=mid_vol,0.014195429589013393,5.953971083050291e-06,1,0001,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,65,True,True
49,AVAX/USD,1d,cross_BTC/USD_state_slope=downtrend + cross_ETH/USD_state_ext=stretched_down + state_ext=neutral,rolling,4,long,rejected,late_emerging_recent_only,11,False,18,True,0.05092546852403879,0.060087675430206905,cross_BTC/USD_state_slope=downtrend + state_ext=neutral,0.012990141899600419,0.013316807402004471,1,0001,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,266,False,False
50,BCH/USD,1d,cross_BTC/USD_state_ext=neutral + cross_ETH/USD_state_slope=uptrend + state_ext=stretched_up,rolling,4,short,rejected,late_emerging_recent_only,9,False,21,True,0.03879735594903144,0.03655621314488012,cross_BTC/USD_state_ext=neutral + cross_ETH/USD_state_slope=uptrend,0.011021399864587434,1.319902041885257e-06,1,0001,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,55,True,True
51,SUSHI/USD,1d,cross_BTC/USD_state_slope=downtrend + cross_ETH/USD_state_slope=flat + state_ext=stretched_down,rolling,4,long,rejected,late_emerging_recent_only,34,False,31,True,0.03638363202728127,0.051048232778945796,cross_BTC/USD_state_slope=downtrend + cross_ETH/USD_state_slope=flat,0.010842403883380772,0.006296073798807589,1,0001,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,210,False,False
52,LTC/USD,1d,state_ext=stretched_up + state_slope=flat,rolling,4,short,rejected,late_emerging_recent_only,150,False,74,True,0.022605814226138398,0.01786506720462113,state_ext=stretched_up,0.006153020397307418,0.013544883612361724,1,0001,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,269,False,False
53,LINK/USD,1d,cross_BTC/USD_state_slope=downtrend + cross_ETH/USD_state_slope=flat + state_ext=stretched_down,rolling,4,long,rejected,late_emerging_recent_only,35,False,28,True,0.057534607610228,0.06263482303279506,cross_BTC/USD_state_slope=downtrend + cross_ETH/USD_state_slope=flat,0.0058718991141893315,0.037990264433373166,1,0001,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,364,False,False
54,LTC/USD,1d,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_slope=uptrend + state_ext=stretched_up,rolling,4,short,rejected,late_emerging_recent_only,15,False,17,True,0.03278444738178522,0.028043700360267952,cross_BTC/USD_state_slope=flat + state_ext=stretched_up,0.004726284115625069,0.010833059857879856,1,0001,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,248,False,False
55,AAVE/USD,1d,cross_ETH/USD_state_slope=flat + state_slope=flat,rolling,4,short,rejected,late_emerging_recent_only,276,False,103,True,0.040070931463039645,0.03465513438322156,state_slope=flat,0.003307124313644695,0.006252718447125938,1,0001,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,209,False,False
56,AAVE/USD,1d,cross_BTC/USD_state_slope=flat + state_slope=flat,rolling,4,short,rejected,late_emerging_recent_only,224,False,75,True,0.038647689906129046,0.03323189282631096,state_slope=flat,0.0018838827567340954,0.012171909649535406,1,0001,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,258,False,False
57,CRV/USD,1d,cross_BTC/USD_state_slope=downtrend + state_ext=stretched_up,rolling,4,short,rejected,late_emerging_recent_only,27,False,18,True,0.046432953077656804,0.029535334040500794,state_ext=stretched_up,0.001650828105023254,0.016704161735898504,1,0001,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,284,False,False
58,DOGE/USD,1d,cross_BTC/USD_state_slope=downtrend + cross_ETH/USD_state_slope=flat + state_ext=stretched_down,rolling,4,long,rejected,late_emerging_recent_only,40,False,29,True,0.03467589504785901,0.04445195960740079,cross_BTC/USD_state_slope=downtrend + cross_ETH/USD_state_slope=flat,0.0016204379953573059,0.011586361948839219,1,0001,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,256,False,False
59,DOGE/USD,1d,cross_BTC/USD_state_slope=uptrend + state_ext=stretched_down,rolling,4,short,rejected,late_emerging_valid_supported,64,False,22,True,0.07151506670882539,0.06213900214928361,state_ext=stretched_down,0.05774999830409457,0.0002020292772628718,1,0010,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,109,True,False
60,BCH/USD,1d,cross_ETH/USD_state_ext=stretched_down + state_ext=neutral,rolling,4,long,rejected,late_emerging_valid_supported,52,False,28,True,0.04866174073323966,0.051302883537390986,state_ext=neutral,0.02773563528320232,0.005239487099415907,1,0010,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,197,False,False
61,AAVE/USD,1d,cross_ETH/USD_state_slope=uptrend + state_slope=flat,rolling,4,short,rejected,late_emerging_recent_only,63,False,43,True,0.05793424458286322,0.052518447503045136,state_slope=flat,0.02117043743346827,4.0903361841593266e-05,1,0001,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,89,True,False
62,SUSHI/USD,1d,cross_BTC/USD_state_slope=flat + state_ext=stretched_up,rolling,4,short,rejected,late_emerging_recent_only,149,False,40,True,0.05511524080191985,0.04085064005025532,state_ext=stretched_up,0.020140293426776354,0.007909565646996741,1,0001,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,224,False,False
63,DOT/USD,1d,cross_ETH/USD_state_ext=stretched_up + state_ext=neutral,rolling,4,short,rejected,late_emerging_recent_only,47,False,18,True,0.06053028023692502,0.04100714016168796,cross_ETH/USD_state_ext=stretched_up,0.01880303729599414,0.0021446703858261085,1,0001,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,163,True,False
64,ETH/USD,1d,cross_BTC/USD_state_vol=mid_vol + state_ext=neutral,rolling,4,short,rejected,late_emerging_recent_only,39,False,28,True,0.03246931655462558,0.030243972180559048,cross_BTC/USD_state_vol=mid_vol,0.01640372712554255,0.0023036925217796433,1,0001,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,167,True,False
65,LTC/USD,1d,cross_BTC/USD_state_vol=mid_vol + state_ext=stretched_up,rolling,4,short,rejected,late_emerging_recent_only,106,False,36,True,0.03237422053814064,0.027633473516623368,state_ext=stretched_up,0.01592142670930966,0.00044688175308849054,1,0001,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,119,True,False
66,BTC/USD,1d,cross_ETH/USD_state_slope=uptrend + state_ext=neutral,rolling,4,short,rejected,late_emerging_recent_only,28,False,27,True,0.019335459742331286,0.016987385862702202,state_ext=neutral,0.014622686662539009,0.02307489787021999,1,0001,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,317,False,False
67,DOT/USD,1d,cross_BTC/USD_state_slope=flat + state_slope=downtrend,rolling,4,short,rejected,late_emerging_valid_supported,79,False,22,True,0.02996434623511022,0.010441206159873158,state_slope=downtrend,0.01424886482158317,0.022449270363265716,1,1000,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,314,False,False
68,UNI/USD,1d,cross_BTC/USD_state_ext=stretched_down + cross_ETH/USD_state_slope=downtrend + state_ext=stretched_up,rolling,4,short,rejected,late_emerging_recent_only,24,False,20,True,0.05559308884546649,0.049031334102922305,cross_ETH/USD_state_slope=downtrend + state_ext=stretched_up,0.012616643352106681,0.00946593660501538,1,0001,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,2047,238,False,False
